period_days,t0,duration_days,duration_hours,scale_mean,scale_std,scale_skewness,scale_kurtosis,scale_outlier_resistance,local_noise,depth_stability,acf_lag_1h,acf_lag_3h,acf_lag_6h,acf_lag_12h,acf_lag_24h,cadence_hours,depth_mean_per_transit,depth_std_per_transit,npts_transit_median,cdpp_3h,cdpp_6h,cdpp_12h,SES_mean,SES_std,MES,snr_global,snr_per_transit_mean,snr_per_transit_std,resid_rms_global,vshape_metric,secondary_depth,secondary_depth_snr,secondary_depth_snr_log10,secondary_depth_snr_capped,secondary_to_primary_ratio,secondary_is_eb_like,odd_even_depth_ratio,ingress_egress_asymmetry,skewness_flux,kurtosis_flux,outlier_resistance,planet_radius_rearth,planet_radius_rjup
3.5483523750234327,122.91941048665345,0.19750212765957448,4.740051063829787,-0.1614022204453318,1.0,1.5508208914335349,415.2561226837786,0.14012646596269007,0.0006605458019054698,0.1998077877918239,0.5562061863240956,0.1464394524352786,-0.030333001422595873,-0.03555947165714378,-0.03037598065153454,0.01634683582233265,0.00743471425860288,0.000922238068859614,1224.0,980.0117431494049,1135.7062005758964,1434.7466300907593,6.946272009293514,0.8616493197720108,138.22923861169772,6.946272009293514,6.946272009293514,0.8616493197720108,0.0016666808035314552,0.9514043588649307,0.0011303088097225356,847.0847162866504,0.3130337415526323,1.0560503300780448,0.1520312375710511,False,1.0001749257353048,0.002854917238227561,1.5508208914335349,415.2561226837786,0.14012646596269007,16.424839364559027,1.4979573939263273
