target,period_days,t0,duration_days,duration_hours,scale_mean,scale_std,scale_skewness,scale_kurtosis,scale_outlier_resistance,local_noise,depth_stability,acf_lag_1h,acf_lag_3h,acf_lag_6h,acf_lag_12h,acf_lag_24h,cadence_hours,depth_mean_per_transit,depth_std_per_transit,npts_transit_median,cdpp_3h,cdpp_6h,cdpp_12h,SES_mean,SES_std,MES,snr_global,snr_per_transit_mean,snr_per_transit_std,resid_rms_global,vshape_metric,secondary_depth,skewness_flux,kurtosis_flux,outlier_resistance,planet_radius_rearth,planet_radius_rjup
Kepler-447,3.233958658372316,122.8932739351325,0.6,14.399999999999999,-0.024862498775660016,0.8028827859227444,-0.20758688161974864,-0.87214253799822,0.0,0.001989666800623124,0.10832678864805276,0.9806194036199883,0.9466096838390504,0.8385862327417513,0.46282873331714375,-0.46028276972145743,0.49042207133641114,0.00275297068162747,0.001650328493019248,108.5,199.42026835464563,225.3923474915799,258.1182651495762,10.665539999783276,6.393691248710757,24.870306091467192,10.665539999783276,10.665539999783276,6.393691248710757,0.0019896668006231244,0.38519438167503334,0.0023695481896855997,-0.20758688161974864,-0.87214253799822,0.0,,
