target,period_days,t0,duration_days,duration_hours,scale_mean,scale_std,scale_skewness,scale_kurtosis,scale_outlier_resistance,local_noise,depth_stability,acf_lag_1h,acf_lag_3h,acf_lag_6h,acf_lag_12h,acf_lag_24h,cadence_hours,depth_mean_per_transit,depth_std_per_transit,npts_transit_median,cdpp_3h,cdpp_6h,cdpp_12h,SES_mean,SES_std,MES,snr_global,snr_per_transit_mean,snr_per_transit_std,resid_rms_global,vshape_metric,secondary_depth,skewness_flux,kurtosis_flux,outlier_resistance,planet_radius_rearth,planet_radius_rjup
TrES-2,2.4708710979601665,231.46866823366767,0.07609191489361702,1.8262059574468086,-0.0026905668342084676,1.0,-0.7342355692680861,8.109604925425158,0.16102627412039397,0.00017933688848243844,0.444762340726458,-0.005498391957683753,0.0039190473338349486,0.0007436360491423176,0.0021770300844870215,-0.004831572216472365,0.016346148680895567,0.001568864081420419,0.0006466275912902362,347.0,175.54776998943908,175.70805132878814,175.78208595075034,8.93696389031203,3.683485078330173,32.05949539355297,8.93696389031203,8.93696389031203,3.683485078330173,0.00017584119368853262,,0.0011292813697254545,-0.7342355692680861,8.109604925425158,0.16102627412039397,,
