row_index,label,period_days,t0,duration_days,duration_hours,scale_mean,scale_std,scale_skewness,scale_kurtosis,scale_outlier_resistance,local_noise,depth_stability,acf_lag_1h,acf_lag_3h,acf_lag_6h,acf_lag_12h,acf_lag_24h,cadence_hours,depth_mean_per_transit,depth_std_per_transit,npts_transit_median,cdpp_3h,cdpp_6h,cdpp_12h,SES_mean,SES_std,MES,snr_global,snr_per_transit_mean,snr_per_transit_std,secondary_depth,skewness_flux,kurtosis_flux,outlier_resistance
95,1,0.653372627526307,0.08437500000000239,0.09375000000000266,2.250000000000064,-0.01237561238134218,0.9999999999999998,5.055353383646689,447.347150669299,0.43791054113231154,1.824321500723369e-05,1.9676886992253488,-0.040764253488770635,-0.003451130259485511,-0.003106577219805342,0.01500223210776086,0.00015617046738945298,0.5000000000000142,3.6449961812286036,7.931594910830243,18.0,3078272.462153909,3287924.63505993,3368954.1762592555,1.1841044696472875,2.5766383607513412,28.639120115458724,1.1086008913833165,1.1841044696472875,2.5766383607513412,39.57001285498949,5.055353383646689,447.347150669299,0.43791054113231154
96,1,16.507929646146597,16.32187500000046,0.09375000000000266,2.250000000000064,0.019326809431053478,0.9999999999999998,55.518205953675206,3116.0344238956563,0.03127932436659368,34.62857067428498,1.1157174858208394,-0.002423455748141601,-0.00037360626487340746,0.0006827617013000913,0.0007690532371078775,-0.0003797087581861388,0.5000000000000142,3.1570133904479043,5.413814075141071,18.0,31647281.78219876,33190913.919350293,33834019.01947881,0.09975622589563725,0.17106726929660923,0.39605714350098536,0.09511679606409894,0.09975622589563725,0.17106726929660923,6.841709636606907e-07,55.518205953675206,3116.0344238956563,0.03127932436659368
97,1,20.57227457166254,15.49375000000044,0.06250000000000178,1.5000000000000426,0.009515303273572485,1.0,47.304624214897785,2511.00563835423,0.15639662183296843,5.3303746318692055e-06,0.4010975053972365,4.1124065265650246e-05,-0.0001390788654789009,-0.008524709214691922,0.0016381686414200047,-0.005510548984753861,0.5000000000000142,19.311387539647637,25.084289363788354,12.0,6711077.6234830525,7046661.73978469,7227063.241508853,2.87753899196073,3.7377438872133912,8.170243573478476,2.740501566950153,2.87753899196073,3.7377438872133912,0.000161478780203117,47.304624214897785,2511.00563835423,0.15639662183296843
98,1,15.21452840557659,3.250000000000092,0.08750000000000248,2.1000000000000596,0.015213967052560656,1.0,27.612304175016693,1250.9785096112419,0.3440725680325305,0.8235441263656375,1.0032593671707994,0.2203416566205385,-0.00023086766333812485,-0.00023537742506161253,-0.0002327432650762309,-0.00022746702310409266,0.5000000000000142,0.5683551081951659,1.8860337674578613,17.0,620798.698404112,718098.7453742501,774990.7245348803,0.9155223901986862,3.0380762271349635,7.095099861466972,0.791472080763708,0.9155223901986862,3.0380762271349635,5.8182652935557115,27.612304175016693,1250.9785096112419,0.3440725680325305
99,1,21.901604612182524,19.168750000000543,0.09000000000000001,2.16,-0.011774857909096251,0.9999999999999999,-39.478795780579965,1883.5839552470798,0.1876759461995621,1.201050670984454,1.0623190674038832,-0.0042944738015042675,0.0013434105991085349,4.360217230067677e-05,-0.00010069985691997596,-0.00010172796027136257,0.5000000000000142,19.21218998812215,28.101401441374417,17.0,1156768.0546249668,1176076.927058194,1185953.160102681,16.60850670219354,24.29303033483675,50.97039781263552,16.335827653875487,16.60850670219354,24.29303033483675,1.0000000947655685,-39.478795780579965,1883.5839552470798,0.1876759461995621
100,1,7.2728289160997805,5.478125000000155,0.06875000000000195,1.6500000000000468,0.017101205220340983,1.0,40.559796145278796,2124.5562005882225,0.21895527056615577,1.0557304386028131e-05,1.3257778769592998,-0.029433039517086895,-0.0002812588178961613,0.011087439424899466,-0.0019460924031739725,-0.00028633375781629366,0.5000000000000142,13.928550614010891,38.429182762207496,13.0,11942856.091295017,12191162.232206143,12229423.171811903,1.1662663024268727,3.217754820826988,10.267770379989315,1.1425121205601696,1.1662663024268727,3.217754820826988,48.84485117248875,40.559796145278796,2124.5562005882225,0.21895527056615577
101,1,2.5760155484484852,1.4375000000000406,0.09000000000000001,2.16,-0.011527521738117953,0.9999999999999998,-52.557281970115135,2907.8925058404325,0.09383797309978105,5.725889150157903e-06,4.126842306024641,0.006759582088896066,-9.98310753533944e-05,-8.725931498076957e-05,7.511308317397584e-07,-0.00012598326488326417,0.5000000000000142,19.146440006275267,84.95288905742467,17.0,7271885.840439736,7647585.988799399,7830271.275541484,2.6329401239771757,11.682373860298044,61.06280414797396,2.5035926414318204,2.6329401239771757,11.682373860298044,9.344177433904095,-52.557281970115135,2907.8925058404325,0.09383797309978105
102,1,13.322172539997167,10.91562500000031,0.09375000000000266,2.250000000000064,0.019433576159894453,0.9999999999999997,56.05993052932427,3156.95051293944,0.03127932436659368,13.255911231153597,0.9202574448172492,-0.0025578187131863675,-0.0003614243521540926,-0.0003739224667784232,-0.0003932631816636381,-0.0003707776450023778,0.5000000000000142,4.981682857068193,8.034078030456582,18.0,12118990.001268456,12700649.982297808,12982322.07982106,0.4110641940084756,0.6629329696299512,1.7442102708937124,0.3922384180346417,0.4110641940084756,0.6629329696299512,6.319699772927567e-05,56.05993052932427,3156.95051293944,0.03127932436659368
103,1,9.74107623876133,0.13125000000000372,0.09000000000000001,2.16,-0.025489877164586446,1.0,-7.220111735823332,531.7432180264922,0.3753518923991242,4.952291696296318e-06,1.2761072327147749,-0.0071234346750843475,0.014417258560697851,-0.010527473999747577,-0.016250607275728992,-0.0015116587461584707,0.5000000000000142,1.113450976301342,2.9183336777208972,17.0,531337.232503472,545293.268932557,558662.0603082859,2.0955636236052144,5.492432111280339,15.55337203898903,2.041930534886276,2.0955636236052144,5.492432111280339,6.285576586373409e-05,-7.220111735823332,531.7432180264922,0.3753518923991242
104,1,9.097900284953559,5.137500000000146,0.09000000000000001,2.16,-0.006682276473300645,1.0000000000000002,-50.78992063388188,2790.9493254150843,0.12511729746637473,0.7513396645326285,2.457887165750308,0.0034094404471889097,0.0003804146552532257,-3.8580981354673746e-05,-3.8134048719348276e-05,-3.855940312247688e-05,0.5000000000000142,0.48775604959499486,0.7877388408423532,17.0,683820.7753416916,718245.501481745,734897.3770134812,0.7132805366307757,1.1519668153526572,3.5847701004764883,0.6790937758590218,0.7132805366307757,1.1519668153526572,0.0006055999859407857,-50.78992063388188,2790.9493254150843,0.12511729746637473
