time,flux,flux_err
131.51213044903125,1.000188,0.0005305812
131.53256491992943,0.9987428,0.00053092267
131.5529992907177,0.99878997,0.00053039147
131.57343356149795,0.9974004,0.0005302139
131.59386793216981,0.9985575,0.00053038995
131.61430240284244,0.99833494,0.00053037435
131.63473667351354,0.9987091,0.0005308039
131.65517104406172,0.9999503,0.0005309207
131.67560551461793,0.99891883,0.00053088064
131.6960398851661,0.998931,0.0005311377
131.71647415560437,0.9985514,0.0005308565
131.736908525927,0.9988085,0.0005305892
131.7573429963595,0.9986541,0.0005303814
131.77777726668137,0.99900126,0.0005306099
131.79821163688757,0.9995157,0.00053036324
131.81864610720368,0.99849313,0.00053037243
131.8390803772927,0.99856496,0.0005306758
131.8595147474989,0.99867576,0.0005301826
131.87994911758142,0.9976741,0.00052969396
131.9003834876712,0.99908996,0.000530623
131.92081785764458,0.99866253,0.0005303613
131.94125222761068,0.99772465,0.0005307723
131.96168659758405,0.998186,0.0005304651
131.982120967441,0.9990892,0.0005303899
132.00255533717427,0.999353,0.00053054135
132.02298960703047,0.9991072,0.0005308492
132.04342407677177,0.99852395,0.0005302699
132.06385844638862,0.9988705,0.0005309102
132.084292716012,0.9990427,0.000530703
132.1047270856361,0.99800617,0.0005306407
132.12516155525373,0.9987322,0.0005307564
132.14559582476068,0.9985677,0.00053101516
132.16603019415197,0.997909,0.0005304842
132.18646466353675,0.99832594,0.000530633
132.20689903292805,0.9985315,0.0005307304
132.22733330231858,0.9980252,0.000530804
132.24776767159346,0.9981062,0.00053029944
132.26820214074542,0.99904597,0.0005309118
132.28863640990312,0.99813056,0.0005302934
132.3090707790543,0.99827844,0.0005306612
132.32950524821354,0.99934596,0.0005310458
132.34993951725482,0.99953216,0.0005311693
132.37037388618046,0.99875045,0.00053077284
132.39080825521523,0.99851215,0.00053077174
132.41124262402445,0.998698,0.0005306543
132.4316769929428,0.9984567,0.00053014787
132.45211136175203,0.99866205,0.0005310823
132.4725458304456,0.99895114,0.00053045613
132.49298009913764,0.9983721,0.0005306406
132.51341446782317,0.99906284,0.0005307311
132.5338487365152,0.99781024,0.0005302172
132.55428320508508,0.9989109,0.00053103565
132.57471757354506,0.99804765,0.00053045235
132.59515184200427,0.99930036,0.0005305264
132.615586310465,0.9985668,0.00053083425
132.6360206788013,0.9988478,0.00053057936
132.65645504714485,0.99823415,0.0005310769
132.67688931548764,0.99858516,0.000530322
132.69732378370827,0.99809295,0.0005303239
132.717758151819,0.997858,0.00053037447
132.73819241992896,0.9988386,0.0005304911
132.75862688803318,0.99688,0.0005302205
132.7790612561439,0.99976474,0.000530841
132.79949552413746,0.9981556,0.0005305074
132.81992989200808,0.99866366,0.00053059775
132.84036435988673,0.99886,0.00053043803
132.86079862776387,0.99842757,0.0005306861
132.88123299551808,0.9983387,0.0005298482
132.90166746328032,0.9987802,0.00053064805
132.92210173104104,0.99846524,0.0005306186
132.94253609867883,0.9980814,0.0005307634
132.96297046620748,0.99835706,0.00053077657
132.9834049337369,0.9989782,0.000530927
133.0038392012575,0.9970468,0.00053041306
133.02427356878616,0.9984862,0.00053134706
133.04470793608198,0.99832726,0.00053098827
133.06514230348694,0.999531,0.0005314779
133.08557667078276,0.9989508,0.00053136685
133.10601103796216,0.99888045,0.00053148
133.1264454052507,0.9994524,0.00053131237
133.1468797723137,0.9977599,0.00053128664
133.1673141394931,0.9995367,0.00053134613
133.18774850654881,0.9980706,0.0005311781
133.20818297349615,0.9995179,0.00053152494
133.22861724044196,0.99868035,0.0005313896
133.24905160738126,0.9992794,0.00053139206
133.26948597421142,0.9984035,0.0005313105
133.28992034104158,0.9993616,0.00053146854
133.31035470774805,0.99905956,0.0005314645
133.33078897446103,0.9990392,0.0005312973
133.35122344105912,0.9987465,0.0005316244
133.37165780764917,0.99933875,0.0005311338
133.3920921742465,0.9996881,0.0005317169
133.4125265407274,0.9993873,0.0005315485
133.43296090708463,0.9998024,0.0005317658
133.45339527344913,0.99831563,0.00053126557
133.47382953981287,1.0004026,0.00053158205
133.49426400617085,0.99898565,0.0005314443
133.51469837230252,0.9992024,0.00053132494
133.53513263854984,0.99980277,0.0005314877
133.555567104675,0.9981651,0.00053125864
133.57600147069024,0.9982664,0.00053149613
133.59643573670473,0.998479,0.00053121365
133.6168701027127,0.9992005,0.00053164543
133.6373045686123,0.9995035,0.0005317154
133.65773893450387,0.9994199,0.00053158536
133.67817320028553,0.99882627,0.00053164805
133.6986076660687,0.9978894,0.0005313401
133.71904203185113,0.99893004,0.0005316665
133.73947629739268,0.99881524,0.0005317697
133.7599106630587,0.99972486,0.0005317707
133.78034512860177,0.9982387,0.0005317617
133.8007793941506,0.99962735,0.000532034
133.82121375958377,0.99862105,0.00053163036
133.84164812490053,0.99931353,0.0005318336
133.86208249032643,0.99867177,0.0005318286
133.88251685552677,0.9982522,0.0005315964
133.90295122084353,0.9995211,0.00053182157
133.9233855860366,0.9998706,0.00053194107
133.94381995112053,0.99915993,0.0005320118
133.96425431620446,1.0003513,0.0005318813
133.98468858116394,0.9997261,0.00053180713
134.0051230461322,0.99909365,0.00053173624
134.02555741109973,1.0000882,0.00053192506
134.0459916759428,1.000346,0.0005322465
134.06642614079465,0.9996402,0.00053203816
134.08686050552933,0.99877584,0.00053171214
134.10729477013956,0.9992254,0.0005318876
134.12772913487424,0.9983889,0.0005317077
134.14816359937686,0.999006,0.0005320071
134.16859796398785,0.9994128,0.00053202437
134.18903222848894,0.99934006,0.000531452
